title,category
코인빗  한밤중 잡코인 기습 정리 투자자 피해 우려,Economic
비대면 친환경  양날개  단 한국 수출 하반기엔 둔화 예상,Economic
한경연   중심 경제블록 불가피  의존도 줄여야 ,Economic
절박한    읍소에도   인 미만 사업장  주  시간제  강행,Economic
     대책   개 후속법안  국토위 소위 통과 공공직접시행만 빠져,Economic
정용진  와인 핥아 마셨음  새벽 취중 SNS 삭제,Economic
 MZ세대 마음에 쏙   KB증권  금융투자상품쿠폰 두달새    억원 판매,Economic
도심 공공주택복합사업  이달 말까지 이전 등기하면 분양권 준다,Economic
고공행진 집값에 비용 절감해주는  무상 옵션  아파텔이 뜬다,Economic
한국은 명함도 못내민다  전 세계 집값 거품  위는 뉴질랜드,Economic
 스톡톡스  코스피     은 넘는다 리오프닝 종목에 주목 ,Economic
알리바바  마윈과  선 긋기  나서    개인과 회사 분리해서 봐야 ,Economic
신한은행  최고     금리  알 쏠 적금  출시,Economic
    넘어서도 새 사업 진출 미래 위해 세화여중 고 설립 ,Economic
에스에너지  역대 최대 규모 태양광발전소 O M 수주,Economic
    일 뒤에 자연으로 돌아가요 ,Economic
LGD  철도용 투명 OLED  패널 공개  모빌리티 공략 가속 ,Economic
KB   온라인 주식상품권    억 판매      세대가     ,Economic
코오롱인더  현대차 신형 넥쏘 등에 수분제어장치 공급,Economic
 루이지애나 법원  바이든 행정명령에 제동  석유 채굴 금지 권한 없어 ,Economic
코오롱FnC  외부인사 잇따라 영입 남성복 골프 브랜드 강화,Economic
이임용 태광그룹 창업주 탄생    주년  산업보국  신념 되새긴다,Economic
 단독 이스타항공 인수 나선 성정  투자 유치 논의  끝까지 간다 ,Economic
KB부동산신탁  당진  포레스티안  최고    대 로 청약마감,Economic
건축물 해체공사 감리원 배치기준 차등화 착공신고제 도입,Economic
미국산  프라임  소고기 매출  쑥  롯데마트  반값 행사,Economic
 뉴스포커스  최근 한달간 일평균    명대 확진자 감소세,Economic
인적분할에 기관은 SK  외국인은 SK텔레콤 택했다,Economic
날아오른 금계란 값 계속 고공행진,Economic
코스피 장중 사상 최고치 경신     선 돌파,Economic
정일문 한국투자증권 사장의 용단  부실 사모펀드 원금      보상 ,Economic
전세계 부동산가격 버블  위는 뉴질랜드   한국은 몇위,Economic
김영식 회계사회장  정도     감사는 양보할 수 없는 원칙 ,Economic
K증류주의 위용 코로나 타격 속  진로 는 굳건히  세계  위 ,Economic
가상화폐에 투자하는  가지 공식  핫이슈 ,Economic
정일문 한국  사장  판매사 책임소재 사모펀드      선보상 ,Economic
 광주 재개발 참사  이면계약 지분쪼개기 있었나  경찰  HDC현산 압수수색,Economic
한국투자증권  부실 사모펀드      보상 ,Economic
최대 번화가 내 검증된 입지   부평 지웰 에스테이트  상업시설 분양,Economic
하반기  빨간 날  나흘 돌려준다  대체휴일 하루 경제효과  조 ,Economic
코스피의 첫     P         최고가 경신,Economic
하반기  빨간 날  나흘 돌려준다  대체휴일 하루 경제효과  조 ,Economic
코스피의 첫     P         최고가 경신,Economic
한두희 한화생명 전무  한화자산운용 신임 대표로 내정,Economic
신한은행  적금상품 통합한  신한 알 쏠 적금  출시,Economic
 인구    가 치킨 샌드위치 주문    닭고기 가격 폭등,Economic
미래에셋  경쟁력 있는 펀드만 판매  수탁사도 검증 강화 ,Economic
코오롱인더  현대 수소차 넥쏘 등에 수분제어 핵심부품 공급,Economic
SK바이오팜  뇌전증 신약 유럽 시장 진출,Economic
 시티오씨엘  단지    일  순위 청약 시작  프리미엄 기대감 높은 이유,Economic
정일문 한국투자  사장  팝펀딩 등 사모펀드 피해자      보상 ,Economic
씨티은행 희망퇴직 예고 인수자 고임금 부담 덜까,Economic
미래산업  광림으로 최대주주 변경 소식에    대 ,Economic
코로나 다시 확산   카드업계 호캉스 언택트 마케팅,Economic
원격의료 규제완화 검토 김 총리  과도한 규제 없앨 것 ,Economic
전북 대표 건설사  제일건설  오랜만에 익산시 황등면에 신규 분양 나선다,Economic
 주가 상승  우리금융지주   완전 민영화  속도 붙나,Economic
현대건설  입주민 대상 제주도 여행 테마 서비스 개발,Economic
 최대     만원  크래프톤 공모가 산정방식은   IP 가치에 방점 ,Economic
 제  광주 참사 막자  위험한 해체공사  붙박이 관리 감독 ,Economic
HMM   만    TEU급  호선  HMM 다온호  명명식,Economic
서울 아파트 사려면 얼마나  평균적으로 벌고 쓰면   년 걸려,Economic
포스트코로나 테라스하우스가 뜬다  죽전 테라스      잔여세대 선착순 분양 중,Economic
실형에 도주한 두산가  세 박중원 검거 인천구치소 수감,Economic
 온리원 Only One   등만이 살아남는다  글로벌 정밀화학소재기업  주 금양,Economic
현대건설  업계 최초 입주민 대상 제주도 여행 테마 서비스 개발,Economic
금융복합기업집단법 시행 앞두고 금융그룹 내부거래      육박,Economic
메디콕스    일 벌점 전량 해소  거래안정성 확보  조선 수주 대응 집중 ,Economic
가상자산 거래소 코인빗  한밤중 코인 상폐 유의종목 지정,Economic
코스닥  약  개월만에 장중     선 돌파,Economic
한투증권  판매책임 사모펀드 원금      보상     약    억 추가 지급,Economic
원자재 가격은 주춤한데 국제유가만 상승세    달러 가나  인더머니 ,Economic
코오롱  수소차 핵심부품 현대차에 공급 신형 넥쏘에 탑재,Economic
갈수록 첩첩산중 셈법 복잡해지는 씨티은행 철수 ,Economic
 강남 잡으려다 강북 집값 올랐다  조합원 양도제한 후폭풍,Economic
뱅크샐러드 앱에서  코로나 백신보험  무료 가입,Economic
 김희준의 교통돋보기  민간사업자  택배파업  개월간  차례  해도 너무해 ,Economic
현대엔지니어링  원자력 활용한 그린수소 생산 기술개발 MOU,Economic
주춤한    대책  서울 아파트 거래  개월만에 증가,Economic
LG디스플레이  철도용 투명 OLED 시장 공략,Economic
 전기차 다음은 자율주행 로봇  정의선 회장   합작사 방문,Economic
인도 델타 변이 코로나    전방위 마찰   증시  하반기 이후 최대 복병되나   한상춘의 지금세계는 ,Economic
신한   거래실적 우대금리 모두 적용  알 쏠 적금  출시,Economic
미래소득 반영 주담대  근로소득만 인정 자영업자는 소득인정 자료 확대,Economic
나이벡       바이오 USA 참가   기술 수출 기대감 높아 ,Economic
정의선    출장길  자율주행 로봇기술  점검,Economic
 수소차 핵심부품 공급    주 신고가 경신,Economic
 삼성생명 중징계  심사 하반기로 미뤄질 듯,Economic
JTC     억원 규모 사모 전환사채 발행 결정,Economic
 바이든 대통령   중국 군산복합체 투자금지 행정명령  서명,Economic
  대사  후쿠시마 원전 오염수  과학 문제로 취급해야 ,Economic
다방   갑론을방  강남출퇴근러 편   일 유튜브서 공개,Economic
 미친 집값  백약이 무효  올들어 수도권 아파트 실거래가     폭등 역대 최대  부동산    ,Economic
존림 삼성바이오로직스 대표  CMO 넘어 엔드 투 엔드 솔루션 기업 될 것 ,Economic
광주은행  상생 적금 출시 목돈 마련 지역경제 활성화,Economic
  분기 실적 라면업계 빅   곡물가격 상승에 순이익 ,Economic
기차 창문이 TV로 LGD 철도용 투명 OLED 공개,Economic
코오롱인더  현대차 신형 넥쏘에  수소차 핵심부품  공급,Economic
CJ 신세계가 동시에 투자 쿠캣     억 투자유치,Economic
위메프  쯔양 등 인기유튜버 손잡고 소상공인 판매 지원,Economic
파리바게뜨  이번에는 무안 양파빵 시리즈 선보인다,Economic
 이슈앤 직설  당정  정책 불협화음  차 추경 종부세 향방은 ,Economic
 우리동네도 GTX 지나가게 해주세요   집값 급등 속 지자체 요구  봇물 ,Economic
시흥 강남홍보관 오픈한  시화MTV 웨이브엠  랜드마크로 기대감 높아,Economic
 파워인터뷰 정진욱  유학시절  연봉  배  회계학 전공 유혹 뿌리치고   여년 경제학 외길,Economic
 속보 코로나 신규 확진    명 산발적 집단감염 지속,Economic
HMM   만 천TEU급 컨테이너선  HMM 다온호   번째로 인수,Economic
 만    TEU급  호선  HMM 다온호  유럽노선 투입,Economic
 스톡톡스   기업 호실적 긴축발작 가능성 낮아 ,Economic
수도권 비규제에  호선 연장까지  포천 금호어울림 센트럴  분양,Economic
양도세 중과 피하려 서울 아파트 매매 지난달 증가,Economic
젠큐릭스  코로나 바이러스 신속분자진단 특허  PCR급 현장 진단 가능 ,Economic
기아  우버와 손잡고 유럽 전기차 시장 공략,Economic
한국투자증권  라임 등 부실 사모펀드 전액 보상 결정,Economic
고성능  더 뉴 아우디 S  TFSI  출시     만원,Economic
 스톡톡스  고점돌파 의미 두기 어려워 하반기 변동성 장세 ,Economic
HMM   만    TEU  호선 HMM 다온 호 명명식 개최,Economic
신한카드  데이터 플래그십에 금융사 단독 선정,Economic
WSJ  ESG에 돈 쏟아붓는 기업 느는데 수익성은  의문  ,Economic
 같은 면적도 갱신은    억  신규는   억  임대차법이 낳은  이중전세가격  진풍경  부동산    ,Economic
강남 접근성    사통팔달 교통망 자랑하는  현대 테라타워구리갈매  각광,Economic
 년간 방치됐던  에르가  차  새 주인 찾았다,Economic
LG전자  멕시코에 올레드 TV 전용 상영관 열었다,Economic
신일  올해는  차박 도 시원하게 즐겨요 ,Economic
 부평역 해링턴 플레이스  오피스텔 최고경쟁률     대   마감,Economic
현대차그룹 자율주행 로봇 개발 속도 정의선  미국서 미래기술 직접 점검,Economic
알리바바 마윈과  선긋기   마윈과 회사 분리해서 봐야 ,Economic
 배틀그라운드  제작사 크래프톤 상장 본격화 역대 최대 규모,Economic
진에어   월 무착륙 관광비행  회 운영,Economic
크래프톤  증권신고서 제출  월 상장 본격화,Economic
 노조 행동 동료 가족도 불편  홈플러스 비노조원들  임단협 지연  뿔났다 ,Economic
먹는 단백질 시장  근육처럼 쑥쑥 큰다,Economic
 단백질 무작정 먹지 말고  류신 등  개 필수 아미노산 함유 따져야 ,Economic
 파워인터뷰 정진욱  소주성 최저임금 종부세  정부 경제정책은 이념의 노예 ,Economic
중간배당 첫 총대 멘 하나금융 얼마나 풀까  촉각 ,Economic
송영길  SMR로 북한 에너지 공급 가능성  원전  강세,Economic
한국씨티은행  희망퇴직  년만에 실시할지 주목,Economic
 주식리딩방 피해  웹툰으로 예방  거래소  웹툰 제작 배포,Economic
에몬스가구  프리미엄 패브릭 소파  하야트  홈쇼핑 런칭,Economic
HMM   만    TEU급  호선은  다온호    일 유럽항로 투입,Economic
SK바이오팜  세노바메이트  독일서 첫 발매  로열티 수익 증가 기대 ,Economic
HMM   만    TEU급  호선은  다온호    일 유럽항로 투입,Economic
SK바이오팜  세노바메이트  독일서 첫 발매  로열티 수익 증가 기대 ,Economic
한국투자증권  판매책임 사모펀드      보상  고객신뢰 우선 ,Economic
광주   연     에 우대금리 최고       상생적금  출시,Economic
소주 진로   년 연속 세계판매  위,Economic
코디엠 주주연합  경영참여 선언  법무법인과 자문계약 ,Economic
정의선 현대차 회장  신성장 대전환 드라이브   JV  모셔널  현장 점검,Economic
주거 오피스텔  트리니티   푸르지오 발라드   월 분양,Economic
 이번엔 양파빵   SPC 무안양파 상생 프로젝트,Economic
국내 최대 리모델링 단지  암사동 선사현대아파트   이달   일 리모델링 조합 창립총회 예정,Economic
알리바바 창업자 마윈이 그림그리기에 빠진 이유,Economic
LG디스플레이  투명 OLED로 모빌리티 시장 공략 가속,Economic
펀드매니저들  비트코인 아직도 거품 많다   인더머니 ,Economic
 속보   건물붕괴 참사  현대산업개발 용산본사 압수수색,Economic
 공화당 코로나 대처 일등공신  파우치 해고법  발의,Economic
HMM 초대형 컨테이너  HMM 다온호  명명식 개최,Economic
마산 충주 등 공급 가뭄 지역서 이달 분양  단비 ,Economic
백신 접종    일 만에     만명 돌파   월 집단면역 당겨지나 종합 ,Economic
한국투자증권  라임 옵티머스 외에도 판매책임  개 펀드      보상,Economic
크래프톤   월 상장 목표로 절차 본격화 증권신고서 제출,Economic
백신 이상반응 신고     건 이틀간 사망 신고   건,Economic
EU 첫 공동채권 발행 JP모건 BOA 등   주요 은행 참여 배제,Economic
씨티은행   년만에 희망퇴직 받을까  소비자금융 출구 전략은 ,Economic
삼성생명  오늘  즉시연금 소송    번째 변론  어떤 말 꺼낼까 ,Economic
 fn마켓워치 쿠캣     억 규모 시리즈D 투자 유치,Economic
 초만에 품절되고  티켓팅까지   흥행 보증수표  된 행운의 곰 언박싱 ,Economic
기준금리 동결했지만 금통위  하반기 인상  공감대,Economic
현대건설  업계 첫 입주민 대상  제주여행 테마서비스  개발,Economic
취업기회 뺏긴       불났다    양질의 일자리 많이 만들어야 ,Economic
모더나 백신 첫 국가출하승인 이번 주부터 접종,Economic
월가 전문가   명중  명꼴 BOA 설문에  물가 상승 일시적 ,Economic
 마켓브리핑  흥아해운 품는 장금상선  해운 운임 상승에 인수 부담  뚝 ,Economic
 코인뉴스  비트코인  채굴업체 텍사스행 호재 될까,Economic
재개발 투자는  지뢰밭  호구 안 되려면 꼭 보세요  집코노미TV ,Economic
도심 떠나 해변으로    부촌  대이동  인더머니 ,Economic
KB  주식상품권 판매    억 돌파  MZ세대  고객     넘어,Economic
한국투자증권  팝펀딩 등 판매 책임 사모펀드      보상,Economic
슈프리마  카카오톡 지갑QR 보안 솔루션 제공,Economic
사드 보복 미중 분쟁에   기업  서  비틀  스마트폰 자동차 경쟁력  ,Economic
티몬  전인천 장윤석 공동대표 체제로,Economic
 마켓인 쿠캣     억원 규모 시리즈D 투자 유치  글로벌 확장 ,Economic
세븐일레븐       생분해성  친환경 봉투  도입,Economic
 SKIET꼴 날라  크래프톤  외국계 배정물량     달해,Economic
진격의 코스피   개월만에 장중 사상 최고치  코스닥도 장중      돌파,Economic
롯데하이마트  동숲 에  하이메이드 섬  개장 메타버스 마케팅,Economic
신한   알차고 쏠쏠하게 목돈 만드는  알 쏠 적금  출시,Economic
 지배구조 SGC에너지     억으로 최대주주 오른 이우성 부사장 ,Economic
삼성 LG전자  내년 CES 전시회 오프라인으로 참가한다,Economic
정일문 한투증권 대표  사모펀드   개 상품      원금 보상 ,Economic
갤S  FE  출시 연기설  솔솔 반도체대란   이어 폰까지,Economic
르노삼성  부산 청년들에게  르노 조에  빌려드립니다 ,Economic
에이트원   서울 VR AR 엑스포       참가  메타버스 기술 소개 ,Economic
제천 커피전문점 앞 대기차로 조성 혼잡 해소,Economic
 자율주행  찍고  로봇  챙겨본 정의선  미래  혁신 속도 낸다,Economic
분당 지웰 푸르지오 상업시설   지웰 애비뉴  주목,Economic
위메프  소상공인 기획전 연다  유튜버 쯔양도 지원사격 ,Economic
 표곰이 가  콜라보 괴물  이 됐다  곰표  콜라보의 성공 키워드,Economic
 가잼비 로 두 마리 토끼 잡는 MZ세대의 소비법,Economic
철거건물 붕괴 참사  현대산업개발 본사 압수수색,Economic
포스코    년 정비기술 모은  POINT  오픈,Economic
철거건물 붕괴 참사  현대산업개발 본사 압수수색,Economic
포스코    년 정비기술 모은  POINT  오픈,Economic
  억병 팔린  진로     년 연속 세계 증류주 판매  위,Economic
너도나도 다 하는 ETF  도대체 뭐가 좋다는 거지 ,Economic
     년 동갑내기 고객님을 찾습니다  농협은행  SNS 이벤트,Economic
현대모비스  완성차 생산 중단 영향으로 생산라인 가동 중단,Economic
 LG 올레드 TV 전용 영화관  들어는 봤나 멕시코서   석 규모 상영관 오픈,Economic
LGD  투명 OLED로 모빌리티 디스플레이 시장 공략 가속,Economic
멕시코에 LG 올레드 TV 전용 극장 문 열었다,Economic
LG전자  멕시코에 올레드 TV 전용 상영관  살라올레드  오픈,Economic
 매각 추진  씨티은행 CEO  희망퇴직  첫 언급,Economic
가상화폐 거래소   잡코인  상폐 유의종목 지정 잇따라,Economic
올해 뜰 테크 부문은 어디   김재후의 실리콘밸리    ,Economic
 열차 창의 무한변신  LGD  철도용 투명 OLED 패널로 모빌리티 시장 공략,Economic
   대책 약발 다했나  지난달 서울 아파트 거래 다시 늘었다,Economic
LG디스플레이  투명 OLED로 모빌리티 공략 속도,Economic
LG전자  OLED로 멕시코 영화 애호가 시선 사로잡는다,Economic
존림 삼성바이오 대표  바이오 디지털       개회사 진행,Economic
 올레드TV 화질을 영화관에서  LG전자  멕시코에 전용 상영관,Economic
LG전자  멕시코에 OLED TV 전용 상영관 열었다,Economic
LG디스플레이   부산국제철도기술산업전 서 철도용 투명 OLED 패널 선보여,Economic
영화관에도 올레드 LG전자  멕시코에 전용관 조성,Economic
현대차  반도체 수급 문제로 생산 중단,Economic
삼척에 첫  위브  브랜드 두산건설  삼척 센트럴 두산위브 ,Economic
소상공인 디지털화 스타트업은 기술로  국회는 법으로 돕는다,Economic
매각 추진 씨티은행   년 만에 희망퇴직 받나 종합 ,Economic
명품백 대신 미술품 사는 밀레니얼 세대  그들을 겨냥한 주거 공간,Economic
 대사  후쿠시마 원전 오염수    영향 없어  종합 ,Economic
하이트진로  세계 증류주 판매  위 브랜드로 선정,Economic
SK바이오팜 뇌전증 신약  세노바메이트  유럽 시장 진출,Economic
GS      년 숙성 와인        한정 판매,Economic
코스피  외인 매수에     선 올라 한때 장중 사상 최고도 경신,Economic
럭셔리 주택을 위한  세가지  자격은,Economic
신규확진    명 백신 접종      만명 넘어서,Economic
 동물의숲에  하이메이드  섬이   롯데하이마트  메타버스 마케팅 나서,Economic
 중복청약 막차  크래프톤  희망공모가   만       만    원,Economic
국내 대기업   생산법인 매출   년새     급감   한한령  여파,Economic
키파운드리  어보브반도체에 차량용 전력반도체에 적합한  세대 플래시 메모리 내장형      micron BCD 공정 제공,Economic
위메프   쯔양 과 손잡고 소상공인 판매 지원,Economic
한솔홈데코  건축용 단열재 PF보드 출시,Economic
기아  우버와 전기차 협력 유럽 전기차 전환  속도 ,Economic
공모자금 역대 최대 크래프톤   월 코스피 상장 본격화,Economic
 핫스탁 지더블유바이텍 애니플러스 대구백화점,Economic
티몬  피키캐스트 품는다 장윤석 공동대표 선임,Economic
바이든  이스라엘 멕시코 등  개 지역 대사 발표,Economic
삼정KPMG  신임 파트너   명 선임,Economic
자비스  식품 엑스레이 검사장비 일본 수출,Economic
일도 휴식도 확실히 출퇴근 편리한 서울  아파텔 ,Economic
  사이트 박진석 도시공유플랫폼 대표  소상공인 상점 완전 무인화가 목표 ,Economic
롯데정밀화학  유록스 영상 광고  또     만 뷰 넘겼다 ,Economic
 텍사스가 비트코인 채굴업체 새 성지가 된 이유,Economic
 속보 개미가  천스닥  이끌었다 한달 만에 장중     선 돌파,Economic
 분류 인력 연말까지 투입  과로사 대책 타결 임박,Economic
현대로템   부산국제철도기술산업전 서  수소트램  공개,Economic
 코로나 높은 집값에 지친다  서울 뜨는     세대,Economic
아우디   고성능 세단  더 뉴 S  TFSI 오는   일부터 판매     만원,Economic
정의선  미국서 미래기술 직접 점검 자율주행 로봇 개발 속도,Economic
키파운드리  어보브반도체에 차량용 전력반도체에 적합한  세대 플래시 메모리 내장형      micron BCD 공정 제공,Economic
GS리테일    년 숙성 와인 딱    병만 팝니다 ,Economic
 잭팟  크래프톤  중복청약 막차 탔다 역대 최대    조 공모 상장 일정은,Economic
잇따른 교통 호재   GS건설  봉담자이 프라이드시티  관심 ,Economic
롯데마트  프라임 등급 소고기 최대     할인,Economic
현대로템  수소산업 방향성 제시        부산국제철도기술산업전 참가,Economic
 IPO 대어  크래프톤 증권신고서 제출 중복 청약 막차 탔다,Economic
삼정KPMG  신임 파트너   명 발표  ,Economic
이마트    배달 서비스 강화 자체 앱 네이버도 가능,Economic
너무 비싼 소고기  돼지고기 값 비싸도 잘 팔린다는데  왜   언박싱 ,Economic
 THINK ENGLISH  전기차 배터리 회사들이 원료 확보에 나서고 있다,Economic
SK바이오팜  세노바메이트  유럽 시장 출시,Economic
정일문 한국투자증권 사장  판매책임 사모펀드      보상 ,Economic
최고   대      진흥기업 효성중공업  부평역 해링턴 플레이스  오피스텔 청약 마감,Economic
 시총  위  카카오  거품일까 혁신일까,Economic
해외투자 열풍  미래에셋생명 변액보험 인기,Economic
정용진  와인  마지막엔 핥아 마셔  새벽 취중 SNS 삭제,Economic
대우조선해양  선박 사이버보안 기술 개발에 박차,Economic
 쯔양이 홍보  위메프 내년  월까지 소상공인 상품 기획전,Economic
 IPO 대어  크래프톤  증권신고서 제출  공모금액 최대    조,Economic
코로나   어제    명 신규확진 나흘 만에    명대,Economic
비트코인 국내      만원대 가격 등락,Economic
손실보상부터 추경까지  여야는 물론 정부도 입장 제각각인  월 국회,Economic
SK바이오팜 뇌전증치료제   유럽 교두보  독일 첫 판매,Economic
 속보 코로나   신규 확진    명 나흘만에    명대,Economic
한국필립모리스  전 직원 최대  일간 백신 휴가 도입,Economic
정의선 회장  자율주행 로봇 시너지 키운다,Economic
코스피 장중         다섯달 만에 사상 최고치 경신했다,Economic
치솟는 유가  FOMC 중요변수 가능성    파월의 걱정거리 ,Economic
크래프톤 공모주 신기록들 예고 공모가     만     만원 종합 ,Economic
오뚜기와 함께 설 청년  누구 상반기 공채,Economic
SPC그룹  이번엔 전남 무안 양파 ,Economic
한국제약바이오협회  국산 코로나   백신 치료제 개발 위한 지원 촉구,Economic
 친절한 경제  폭염 예고   경기 회복 전기 요금 인상되나,Economic
   년 숙성 호주 유명 와인  GS리테일    주년 맞아        한정판매,Economic
  내 국내 대기업 매출  년 새     급감  한한령 굴기  직격탄,Economic
부산 산업 클러스터 중심 자리한  펜타플렉스 부산  지식산업센터 이목 집중 부산 대개조사업 수혜 예고돼,Economic
 fn마켓워치 소시어스 웰투시  블록딜로 HSD엔진 투자금 회수,Economic
 CJ 신세계  CVC가 동시 주목 쿠캣     억 투자유치,Economic
국제유가 상승에 LPG 정유  장초반 강세 S Oil 신고가,Economic
삼성증권  MZ세대 잡는다 간편투자앱  오투 O    출시,Economic
다방   갑론을방  강남출퇴근러 편   일 유튜브서 공개,Economic
제바협  코로나   등 자국 백신 치료제 확보는 제약주권 핵심 ,Economic
 핫이슈 키워드  이준석 안철수 문 대통령 방일  위안부 피해자 승소 택배 노조 상경 투쟁 오르는 전기요금,Economic
신일전자  캠핑용 무선 선풍기  캠핑팬  출시,Economic
정의선 회장    자율주행 로봇 사업 점검 아이오닉   로보택시 나온다,Economic
강남언니  가짜 시술후기 쓰는 병원에 패널티    회 경고 퇴점 ,Economic
폭염에 산업생산 증가  올 여름 전력대란  빨간불  내달  일 대책 발표,Economic
크래프톤  코스피  월 상장 공모가 최대   만 천 원,Economic
한국투자증권  판매책임 사모펀드      보상한다,Economic
비트코인 보유  위업체 마이크로스트레티지  암호화폐 특성 저마다 달라   미래전망 밝다 ,Economic
식약처  모더나 백신 첫 수입분 국가출하승인,Economic
존림 삼성바이오로직스 대표  진정한 엔드 투 엔드 솔루션 제공할 것 ,Economic
GS건설  봉담자이 프라이드시티 합리적인 분양가로 눈길,Economic
자비스  식품 엑스레이 검사장비 일본 수출,Economic
 대박 중복청약 마지막 기회     IPO대어  다음달 상장,Economic
 우리가 모르는 인도     인도의 가상화폐 열기  팬데믹이 만든 새로운 변화,Economic
데프콘   인간 편의점  되다   CU  웹 예능  쓔퍼맨  론칭,Economic
 단독  티몬   피키캐스트  운영업체 아트리즈 인수한다,Economic
 IT칼럼 아마존은 왜 온라인 약국 사업을 시작했을까 ,Economic
 기고 전례 없던 과학기술 분야와 젠더 이슈 발표,Economic
롯데건설   창원 롯데캐슬 센텀골드   월 분양 예정,Economic
 출근길 인터뷰  막걸리 빚기  국가무형문화재 지정 의미와 발전방안,Economic
   판매 화장품 절반 유독성 화학물질 함유 ,Economic
 미래 모빌리티 이끈다  정의선 현대차 회장   서 자율주행 점검,Economic
코스피  개월만에 장중 최고치 경신 종합 ,Economic
현대바이오  먹는 코로나 치료제 대량생산체계 구축,Economic
